user_id,event_type,product_id,product_name,product_category,price,event_timestamp,session_id,device_type
user_6527,view,PROD_2957,Camping Tent,Sports & Outdoors,149.99,2026-01-13 15:30:02,session_818259,tablet
user_7843,purchase,PROD_1628,Floor Mats,Automotive,34.99,2026-01-13 15:30:02,session_863029,tablet
user_7029,view,PROD_8588,Biography,Books,19.99,2026-01-13 15:30:02,session_253801,mobile
user_5830,view,PROD_1318,Biography,Books,19.99,2026-01-13 15:30:02,session_167273,desktop
user_4292,purchase,PROD_6437,Hair Dryer,Beauty,44.99,2026-01-13 15:30:02,session_806167,desktop
user_9020,purchase,PROD_6294,LEGO Set,Toys & Games,59.99,2026-01-13 15:30:02,session_850560,tablet
user_6105,view,PROD_4704,Kitchen Knife Set,Home & Kitchen,69.99,2026-01-13 15:30:02,session_105032,tablet
user_8087,view,PROD_6023,Dish Set,Home & Kitchen,45.99,2026-01-13 15:30:02,session_815405,mobile
user_4268,view,PROD_2692,Perfume,Beauty,79.99,2026-01-13 15:30:02,session_122792,mobile
user_4264,view,PROD_6698,Kitchen Knife Set,Home & Kitchen,69.99,2026-01-13 15:30:02,session_465772,mobile
