user_id,event_type,product_id,product_name,product_category,price,event_timestamp,session_id,device_type
user_3244,view,PROD_8306,LEGO Set,Toys & Games,59.99,2026-01-13 15:30:37,session_487383,desktop
user_2145,view,PROD_9788,Biography,Books,19.99,2026-01-13 15:30:37,session_424705,desktop
user_2692,view,PROD_2030,Cookbook,Books,24.99,2026-01-13 15:30:37,session_217441,tablet
user_3813,view,PROD_5684,Water Bottle,Sports & Outdoors,19.99,2026-01-13 15:30:37,session_161388,tablet
user_5786,view,PROD_6599,Shampoo,Beauty,12.99,2026-01-13 15:30:37,session_365619,mobile
user_1680,view,PROD_2308,Data Science Handbook,Books,42.99,2026-01-13 15:30:37,session_735157,tablet
user_4259,view,PROD_1071,Car Vacuum,Automotive,39.99,2026-01-13 15:30:37,session_355788,tablet
user_9185,view,PROD_3051,LEGO Set,Toys & Games,59.99,2026-01-13 15:30:37,session_348132,desktop
user_7410,view,PROD_6427,Cotton T-Shirt,Clothing,19.99,2026-01-13 15:30:37,session_314179,mobile
user_5576,purchase,PROD_2378,Python Programming,Books,34.99,2026-01-13 15:30:37,session_385197,mobile
