user_id,event_type,product_id,product_name,product_category,price,event_timestamp,session_id,device_type
user_2466,view,PROD_7901,Makeup Kit,Beauty,54.99,2026-01-13 15:30:22,session_229615,desktop
user_9073,purchase,PROD_3158,Cotton T-Shirt,Clothing,19.99,2026-01-13 15:30:22,session_681436,tablet
user_6238,view,PROD_1517,Remote Control Car,Toys & Games,49.99,2026-01-13 15:30:22,session_977010,tablet
user_2940,purchase,PROD_5008,Winter Jacket,Clothing,129.99,2026-01-13 15:30:22,session_515070,desktop
user_9252,view,PROD_3349,Car Phone Mount,Automotive,19.99,2026-01-13 15:30:22,session_233226,desktop
user_9158,purchase,PROD_2112,Hiking Backpack,Sports & Outdoors,79.99,2026-01-13 15:30:22,session_113573,mobile
user_5859,view,PROD_8622,Yoga Mat,Sports & Outdoors,29.99,2026-01-13 15:30:22,session_177678,desktop
user_1612,view,PROD_3618,Tennis Racket,Sports & Outdoors,89.99,2026-01-13 15:30:22,session_128572,desktop
user_1996,view,PROD_3664,Dish Set,Home & Kitchen,45.99,2026-01-13 15:30:22,session_190779,desktop
user_1558,view,PROD_2592,Water Bottle,Sports & Outdoors,19.99,2026-01-13 15:30:22,session_161790,desktop
