user_id,event_type,product_id,product_name,product_category,price,event_timestamp,session_id,device_type
user_9252,view,PROD_9055,Shampoo,Beauty,12.99,2026-01-13 15:29:52,session_742767,tablet
user_6539,view,PROD_8886,Makeup Kit,Beauty,54.99,2026-01-13 15:29:52,session_988198,desktop
user_3930,view,PROD_3395,Hiking Backpack,Sports & Outdoors,79.99,2026-01-13 15:29:52,session_297131,mobile
user_2729,view,PROD_6748,Hair Dryer,Beauty,44.99,2026-01-13 15:29:52,session_133772,mobile
user_9796,view,PROD_9901,Shampoo,Beauty,12.99,2026-01-13 15:29:52,session_456038,mobile
user_1464,purchase,PROD_1094,Dish Set,Home & Kitchen,45.99,2026-01-13 15:29:52,session_216599,desktop
user_8954,view,PROD_6646,Face Cream,Beauty,29.99,2026-01-13 15:29:52,session_245958,desktop
user_6673,view,PROD_1679,Kitchen Knife Set,Home & Kitchen,69.99,2026-01-13 15:29:52,session_564298,tablet
user_1328,purchase,PROD_7784,Shampoo,Beauty,12.99,2026-01-13 15:29:52,session_871325,mobile
user_8631,view,PROD_8677,Kitchen Knife Set,Home & Kitchen,69.99,2026-01-13 15:29:52,session_106076,desktop
